bounds[0],bounds[1],bounds[2],bounds[3],coordinates.latitude,coordinates.longitude,country.code,country.id,country.name,datetimeFirst,datetimeFirst.local,datetimeFirst.utc,datetimeLast,datetimeLast.local,datetimeLast.utc,distance,id,instruments[0].id,instruments[0].name,instruments[1].id,instruments[1].name,isMobile,isMonitor,licenses,licenses[0].attribution.name,licenses[0].attribution.url,licenses[0].dateFrom,licenses[0].dateTo,licenses[0].id,licenses[0].name,locality,name,owner.id,owner.name,provider.id,provider.name,sensors[0].id,sensors[0].name,sensors[0].parameter.displayName,sensors[0].parameter.id,sensors[0].parameter.name,sensors[0].parameter.units,sensors[1].id,sensors[1].name,sensors[1].parameter.displayName,sensors[1].parameter.id,sensors[1].parameter.name,sensors[1].parameter.units,sensors[2].id,sensors[2].name,sensors[2].parameter.displayName,sensors[2].parameter.id,sensors[2].parameter.name,sensors[2].parameter.units,sensors[3].id,sensors[3].name,sensors[3].parameter.displayName,sensors[3].parameter.id,sensors[3].parameter.name,sensors[3].parameter.units,sensors[4].id,sensors[4].name,sensors[4].parameter.displayName,sensors[4].parameter.id,sensors[4].parameter.name,sensors[4].parameter.units,sensors[5].id,sensors[5].name,sensors[5].parameter.displayName,sensors[5].parameter.id,sensors[5].parameter.name,sensors[5].parameter.units,sensors[6].id,sensors[6].name,sensors[6].parameter.displayName,sensors[6].parameter.id,sensors[6].parameter.name,sensors[6].parameter.units,sensors[7].id,sensors[7].name,sensors[7].parameter.displayName,sensors[7].parameter.id,sensors[7].parameter.name,sensors[7].parameter.units,timezone
-100.36950277778,25.762966666667005,-100.36950277778,25.762966666667005,25.762966666667005,-100.36950277778,MX,157,Mexico,,2025-05-13T13:00:00-06:00,2025-05-13T19:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4408712,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,Monterrey,San Bernabé,4,Unknown Governmental Organization,223,Sinaica Mexico,13051199,co ppm,CO,8,co,ppm,13051203,no ppm,NO,35,no,ppm,13051204,no2 ppm,NO₂,7,no2,ppm,13051200,nox ppm,NOx,19840,nox,ppm,13051201,o3 ppm,O₃,10,o3,ppm,13051198,pm10 µg/m³,PM10,1,pm10,µg/m³,13051202,so2 ppm,SO₂,9,so2,ppm,,,,,,,America/Monterrey
-100.24999722222002,25.574536111111,-100.24999722222002,25.574536111111,25.574536111111,-100.24999722222002,MX,157,Mexico,,2025-05-13T14:00:00-06:00,2025-05-13T20:00:00Z,,2025-05-19T08:00:00-06:00,2025-05-19T14:00:00Z,,4408755,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,Monterrey,Preparatoria ITESM Eugenio Garza Lagüera,4,Unknown Governmental Organization,223,Sinaica Mexico,13051514,co ppm,CO,8,co,ppm,13051516,no ppm,NO,35,no,ppm,13051513,no2 ppm,NO₂,7,no2,ppm,13051510,nox ppm,NOx,19840,nox,ppm,13051512,o3 ppm,O₃,10,o3,ppm,13051515,pm10 µg/m³,PM10,1,pm10,µg/m³,13051517,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13051511,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
-121.71529,38.54929,-121.71529,38.54929,38.54929,-121.71529,US,155,United States,,2025-05-15T12:01:00-07:00,2025-05-15T19:01:00Z,,2025-07-19T05:06:32-07:00,2025-07-19T12:06:32Z,,4409253,4,Clarity Sensor,,,False,False,,Clarity,,2021-10-20,,38,CC0 1.0,,ANR Davis - 2nd Street,9,Clarity,166,Clarity,13051826,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America/Los_Angeles
-79.406,43.644,-79.406,43.644,43.644,-79.406,CA,156,Canada,,2025-05-15T17:00:00-04:00,2025-05-15T21:00:00Z,,2025-07-19T08:00:00-04:00,2025-07-19T12:00:00Z,,4410145,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,Downtown Toronto West End,12,AirGradient,66,AirGradient,13052435,pm1 µg/m³,PM1,19,pm1,µg/m³,13052436,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13052437,relativehumidity %,RH,98,relativehumidity,%,13052438,temperature c,Temperature (C),100,temperature,c,13052439,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,America/Toronto
-100.32707500000001,25.799088888889,-100.32707500000001,25.799088888889,25.799088888889,-100.32707500000001,MX,157,Mexico,,2025-05-13T18:00:00-06:00,2025-05-14T00:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4411165,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,General Escobedo,Escobedo,4,Unknown Governmental Organization,223,Sinaica Mexico,13053379,co ppm,CO,8,co,ppm,13053378,no ppm,NO,35,no,ppm,13053382,no2 ppm,NO₂,7,no2,ppm,13053384,nox ppm,NOx,19840,nox,ppm,13053377,o3 ppm,O₃,10,o3,ppm,13053381,pm10 µg/m³,PM10,1,pm10,µg/m³,13053383,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13053380,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
-123.45343,39.6348,-123.45343,39.6348,39.6348,-123.45343,US,155,United States,,2025-05-14T18:00:00-07:00,2025-05-15T01:00:00Z,,2025-07-10T13:00:00-07:00,2025-07-10T20:00:00Z,,4411648,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-01-30,,33,US Public Domain,CA8 - ARB,MMCA82022,4,Unknown Governmental Organization,119,AirNow,13053696,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America/Los_Angeles
-74.02981186917225,40.76394061942001,-74.02981186917225,40.76394061942001,40.76394061942001,-74.02981186917225,US,155,United States,,2025-05-17T17:00:00-04:00,2025-05-17T21:00:00Z,,2025-07-19T08:00:00-04:00,2025-07-19T12:00:00Z,,4419380,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,NJBAM Test Weehawken,12,AirGradient,66,AirGradient,13071824,pm1 µg/m³,PM1,19,pm1,µg/m³,13071825,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13071826,relativehumidity %,RH,98,relativehumidity,%,13071827,temperature c,Temperature (C),100,temperature,c,13071828,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,America/New_York
-25.519469000047337,37.81692300034732,-25.519469000047337,37.81692300034732,37.81692300034732,-25.519469000047337,PT,141,Portugal,,2025-05-13T18:00:00Z,2025-05-13T18:00:00Z,,2025-07-18T15:00:00Z,2025-07-18T15:00:00Z,,4420924,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Ribeira Grande,4,Unknown Governmental Organization,70,EEA,13061123,co µg/m³,CO mass,4,co,µg/m³,13061121,no2 µg/m³,NO₂ mass,5,no2,µg/m³,13061120,o3 µg/m³,O₃ mass,3,o3,µg/m³,13061124,pm10 µg/m³,PM10,1,pm10,µg/m³,13061119,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13061122,so2 µg/m³,SO₂ mass,6,so2,µg/m³,,,,,,,,,,,,,Atlantic/Azores
-8.245894,40.102069,-8.245894,40.102069,40.102069,-8.245894,PT,141,Portugal,,2025-05-16T18:00:00+01:00,2025-05-16T17:00:00Z,,2025-07-19T13:00:00+01:00,2025-07-19T12:00:00Z,,4420966,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,Quinta do Penedo - Upper Terrace,12,AirGradient,66,AirGradient,13061427,pm1 µg/m³,PM1,19,pm1,µg/m³,13061428,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13061429,relativehumidity %,RH,98,relativehumidity,%,13061430,temperature c,Temperature (C),100,temperature,c,13061431,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,Europe/Lisbon
-109.287075,34.112909,-109.287075,34.112909,34.112909,-109.287075,US,155,United States,,2025-05-16T06:00:00-07:00,2025-05-16T13:00:00Z,,2025-05-30T22:00:00-07:00,2025-05-31T05:00:00Z,,4429479,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-01-30,,33,US Public Domain,AZ1,840MMAZ10007,4,Unknown Governmental Organization,119,AirNow,13068262,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America/Phoenix
-75.35752,40.02015,-75.35752,40.02015,40.02015,-75.35752,US,155,United States,,2025-05-17T11:00:00-04:00,2025-05-17T15:00:00Z,,2025-07-19T08:00:00-04:00,2025-07-19T12:00:00Z,,4430987,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,"Bryn Mawr, PA",12,AirGradient,66,AirGradient,13069458,pm1 µg/m³,PM1,19,pm1,µg/m³,13069459,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13069460,relativehumidity %,RH,98,relativehumidity,%,13069461,temperature c,Temperature (C),100,temperature,c,13069462,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,America/New_York
-118.229004,34.067871,-118.229004,34.067871,34.067871,-118.229004,US,155,United States,,2025-05-17T13:00:00-07:00,2025-05-17T20:00:00Z,,2025-07-19T05:00:00-07:00,2025-07-19T12:00:00Z,,4433531,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,LA State Historic Park ,12,AirGradient,66,AirGradient,13071508,pm1 µg/m³,PM1,19,pm1,µg/m³,13071509,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13071510,relativehumidity %,RH,98,relativehumidity,%,13071511,temperature c,Temperature (C),100,temperature,c,13071512,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,America/Los_Angeles
170.5271066,-45.8482708,170.5271066,-45.8482708,-45.8482708,170.5271066,NZ,180,New Zealand,,2025-05-18T18:00:00+12:00,2025-05-18T06:00:00Z,,2025-07-20T00:00:00+12:00,2025-07-19T12:00:00Z,,4437959,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,Paris Street,12,AirGradient,66,AirGradient,13075438,pm1 µg/m³,PM1,19,pm1,µg/m³,13075439,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13075440,relativehumidity %,RH,98,relativehumidity,%,13075441,temperature c,Temperature (C),100,temperature,c,13075442,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,Pacific/Auckland
-84.24975877202225,43.623180930205336,-84.24975877202225,43.623180930205336,43.623180930205336,-84.24975877202225,US,155,United States,,2025-05-18T13:00:00-04:00,2025-05-18T17:00:00Z,,2025-07-19T08:00:00-04:00,2025-07-19T12:00:00Z,,4443463,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,W Park,12,AirGradient,66,AirGradient,13079805,pm1 µg/m³,PM1,19,pm1,µg/m³,13079806,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13079807,relativehumidity %,RH,98,relativehumidity,%,13079808,temperature c,Temperature (C),100,temperature,c,13079809,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,America/Detroit
-100.27512222222002,25.617905555556003,-100.27512222222002,25.617905555556003,25.617905555556003,-100.27512222222002,MX,157,Mexico,,2025-05-17T10:00:00-06:00,2025-05-17T16:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4454896,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,Monterrey,Preparatoria ITESM Eugenio Garza Lagüera,4,Unknown Governmental Organization,223,Sinaica Mexico,13088900,co ppm,CO,8,co,ppm,13088899,no ppm,NO,35,no,ppm,13088901,no2 ppm,NO₂,7,no2,ppm,13088905,nox ppm,NOx,19840,nox,ppm,13088902,o3 ppm,O₃,10,o3,ppm,13088904,pm10 µg/m³,PM10,1,pm10,µg/m³,13088898,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13088903,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
-99.995311111111,25.600883333333,-99.995311111111,25.600883333333,25.600883333333,-99.995311111111,MX,157,Mexico,,2025-05-17T10:00:00-06:00,2025-05-17T16:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4454897,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,Cadereyta Jiménez,Cadereyta,4,Unknown Governmental Organization,223,Sinaica Mexico,13088914,co ppm,CO,8,co,ppm,13088920,no ppm,NO,35,no,ppm,13088924,no2 ppm,NO₂,7,no2,ppm,13088915,nox ppm,NOx,19840,nox,ppm,13088934,o3 ppm,O₃,10,o3,ppm,13088923,pm10 µg/m³,PM10,1,pm10,µg/m³,13088922,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13088909,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
-100.58487777778,25.800411111110996,-100.58487777778,25.800411111110996,25.800411111110996,-100.58487777778,MX,157,Mexico,,2025-05-17T10:00:00-06:00,2025-05-17T16:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4454898,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,García,García,4,Unknown Governmental Organization,223,Sinaica Mexico,13088933,co ppm,CO,8,co,ppm,13306286,no ppm,NO,35,no,ppm,13306287,no2 ppm,NO₂,7,no2,ppm,13306285,nox ppm,NOx,19840,nox,ppm,13088911,o3 ppm,O₃,10,o3,ppm,13088931,pm10 µg/m³,PM10,1,pm10,µg/m³,13088932,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13088916,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
-100.25309444443998,25.744991666667,-100.25309444443998,25.744991666667,25.744991666667,-100.25309444443998,MX,157,Mexico,,2025-05-17T10:00:00-06:00,2025-05-17T16:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4454899,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,San Nicolás de los Garza,San Nicolás,4,Unknown Governmental Organization,223,Sinaica Mexico,13088927,co ppm,CO,8,co,ppm,13088913,no ppm,NO,35,no,ppm,13088912,no2 ppm,NO₂,7,no2,ppm,13088929,nox ppm,NOx,19840,nox,ppm,13088928,o3 ppm,O₃,10,o3,ppm,13088925,pm10 µg/m³,PM10,1,pm10,µg/m³,13088919,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13088907,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
-100.24345833332998,25.665455555556004,-100.24345833332998,25.665455555556004,25.665455555556004,-100.24345833332998,MX,157,Mexico,,2025-05-17T10:00:00-06:00,2025-05-17T16:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4454900,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,Guadalupe,tecNL,4,Unknown Governmental Organization,223,Sinaica Mexico,13088917,co ppm,CO,8,co,ppm,13088918,no ppm,NO,35,no,ppm,13088908,no2 ppm,NO₂,7,no2,ppm,13088921,nox ppm,NOx,19840,nox,ppm,13088926,o3 ppm,O₃,10,o3,ppm,13088906,pm10 µg/m³,PM10,1,pm10,µg/m³,13088930,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13088910,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
-100.46339166667,25.784941666667,-100.46339166667,25.784941666667,25.784941666667,-100.46339166667,MX,157,Mexico,,2025-05-17T11:00:00-06:00,2025-05-17T17:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4454945,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,García,Misión San Juan,4,Unknown Governmental Organization,223,Sinaica Mexico,13089235,co ppm,CO,8,co,ppm,13411741,no ppm,NO,35,no,ppm,13411743,no2 ppm,NO₂,7,no2,ppm,13411742,nox ppm,NOx,19840,nox,ppm,13089241,o3 ppm,O₃,10,o3,ppm,13089240,pm10 µg/m³,PM10,1,pm10,µg/m³,13411744,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13089243,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
-100.46758333333001,25.679300000000005,-100.46758333333001,25.679300000000005,25.679300000000005,-100.46758333333001,MX,157,Mexico,,2025-05-17T11:00:00-06:00,2025-05-17T17:00:00Z,,2025-07-19T06:00:00-06:00,2025-07-19T12:00:00Z,,4454946,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-03-07,,36,Mexico SINAICA Terms and Conditions,Santa Catarina,Santa Catarina,4,Unknown Governmental Organization,223,Sinaica Mexico,13089242,co ppm,CO,8,co,ppm,13089244,no ppm,NO,35,no,ppm,13089234,no2 ppm,NO₂,7,no2,ppm,13089237,nox ppm,NOx,19840,nox,ppm,13089236,o3 ppm,O₃,10,o3,ppm,13089238,pm10 µg/m³,PM10,1,pm10,µg/m³,13160847,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13089239,so2 ppm,SO₂,9,so2,ppm,America/Monterrey
4.826547,52.616418,4.826547,52.616418,52.616418,4.826547,NL,94,Netherlands,,2025-05-19T20:00:00+02:00,2025-05-19T18:00:00Z,,2025-06-18T19:00:00+02:00,2025-06-18T17:00:00Z,,4455449,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,NH-stmptn,12,AirGradient,66,AirGradient,13089817,pm1 µg/m³,PM1,19,pm1,µg/m³,13089818,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13089819,relativehumidity %,RH,98,relativehumidity,%,13089820,temperature c,Temperature (C),100,temperature,c,13089821,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,Europe/Amsterdam
-85.54025,36.16132,-85.54025,36.16132,36.16132,-85.54025,US,155,United States,,2025-05-19T14:13:14-05:00,2025-05-19T19:13:14Z,,2025-07-19T07:06:02-05:00,2025-07-19T12:06:02Z,,4457439,4,Clarity Sensor,,,False,False,,Clarity,,2021-10-20,,38,CC0 1.0,,Cookeville Cane Creek Node/O3,9,Clarity,166,Clarity,13090692,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America/Chicago
-71.543006,41.87472,-71.543006,41.87472,41.87472,-71.543006,US,155,United States,,2025-05-20T08:00:00-04:00,2025-05-20T12:00:00Z,,2025-07-19T08:00:00-04:00,2025-07-19T12:00:00Z,,4465471,7,AirGradient Sensor,,,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,"Greenville, RI, USA",12,AirGradient,66,AirGradient,13097576,pm1 µg/m³,PM1,19,pm1,µg/m³,13097577,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13097578,relativehumidity %,RH,98,relativehumidity,%,13097579,temperature c,Temperature (C),100,temperature,c,13097580,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,,,,,,,,,,,,,America/New_York
-7.362799999885783,53.99360000014287,-7.362799999885783,53.99360000014287,53.99360000014287,-7.362799999885783,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468703,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Cavan Cavan Town Court House,4,Unknown Governmental Organization,70,EEA,13100319,pm10 µg/m³,PM10,1,pm10,µg/m³,13100340,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-8.53304439978086,51.88409170011853,-8.53304439978086,51.88409170011853,51.88409170011853,-8.53304439978086,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T09:00:00+01:00,2025-07-19T08:00:00Z,,4468704,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Cork Bishopstown MTU,4,Unknown Governmental Organization,70,EEA,13100318,pm10 µg/m³,PM10,1,pm10,µg/m³,13100350,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-8.952930999754638,51.90466600002692,-8.952930999754638,51.90466600002692,51.90466600002692,-8.952930999754638,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468705,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Cork Macroom Council Yard,4,Unknown Governmental Organization,70,EEA,13100313,pm10 µg/m³,PM10,1,pm10,µg/m³,13100338,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-6.2543123763737976,53.34501652917763,-6.2543123763737976,53.34501652917763,53.34501652917763,-6.2543123763737976,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T11:00:00+01:00,2025-07-19T10:00:00Z,,4468706,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Dublin Pearse St.,4,Unknown Governmental Organization,70,EEA,13184638,no2 µg/m³,NO₂ mass,5,no2,µg/m³,13100336,o3 µg/m³,O₃ mass,3,o3,µg/m³,13100317,pm10 µg/m³,PM10,1,pm10,µg/m³,13100348,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-8.224089999658164,53.32871299988109,-8.224089999658164,53.32871299988109,53.32871299988109,-8.224089999658164,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468707,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Galway Ballinalsoe,4,Unknown Governmental Organization,70,EEA,13100344,pm10 µg/m³,PM10,1,pm10,µg/m³,13100315,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-5.927300000188912,43.56793999983816,-5.927300000188912,43.56793999983816,43.56793999983816,-5.927300000188912,ES,67,Spain,,2025-05-17T22:00:00+02:00,2025-05-17T20:00:00Z,,2025-07-19T11:00:00+02:00,2025-07-19T09:00:00Z,,4468708,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,AVILÉS,JARDÍN DE CANTOS,4,Unknown Governmental Organization,70,EEA,13100347,pm10 µg/m³,PM10,1,pm10,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Madrid
-9.504881000263559,52.05827800027053,-9.504881000263559,52.05827800027053,52.05827800027053,-9.504881000263559,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468709,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Kerry Killarney,4,Unknown Governmental Organization,70,EEA,13100320,pm10 µg/m³,PM10,1,pm10,µg/m³,13100339,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-9.69791600021613,52.26725700012863,-9.69791600021613,52.26725700012863,52.26725700012863,-9.69791600021613,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468710,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Kerry Tralee Library,4,Unknown Governmental Organization,70,EEA,13100327,pm10 µg/m³,PM10,1,pm10,µg/m³,13100352,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-6.486699999741935,53.37190000010889,-6.486699999741935,53.37190000010889,53.37190000010889,-6.486699999741935,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468711,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Kildare Leixlip,4,Unknown Governmental Organization,70,EEA,13100330,pm10 µg/m³,PM10,1,pm10,µg/m³,13100331,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-8.086494000153953,53.9445550002225,-8.086494000153953,53.9445550002225,53.9445550002225,-8.086494000153953,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468712,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Leitrim Carrick-on-Shannon,4,Unknown Governmental Organization,70,EEA,13100314,no2 µg/m³,NO₂ mass,5,no2,µg/m³,13100324,pm10 µg/m³,PM10,1,pm10,µg/m³,13100351,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-6.319999999878827,53.73220000011508,-6.319999999878827,53.73220000011508,53.73220000011508,-6.319999999878827,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468713,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Louth Drogheda,4,Unknown Governmental Organization,70,EEA,13100337,pm10 µg/m³,PM10,1,pm10,µg/m³,13100341,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
-7.0475000003090615,53.3425000000007,-7.0475000003090615,53.3425000000007,53.3425000000007,-7.0475000003090615,IE,78,Ireland,,2025-05-19T21:00:00+01:00,2025-05-19T20:00:00Z,,2025-07-19T12:00:00+01:00,2025-07-19T11:00:00Z,,4468714,2,Government Monitor,,,False,True,,Unknown Governmental Organization,,2016-11-17,,10,ODC-BY,,Offaly Edenderry,4,Unknown Governmental Organization,70,EEA,13100349,no2 µg/m³,NO₂ mass,5,no2,µg/m³,13100332,pm10 µg/m³,PM10,1,pm10,µg/m³,13100321,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13100328,so2 µg/m³,SO₂ mass,6,so2,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,Europe/Dublin
