bounds[0],bounds[1],bounds[2],bounds[3],coordinates.latitude,coordinates.longitude,country.code,country.id,country.name,datetimeFirst.local,datetimeFirst.utc,datetimeLast.local,datetimeLast.utc,distance,id,instruments[0].id,instruments[0].name,isMobile,isMonitor,licenses,licenses[0].attribution.name,licenses[0].attribution.url,licenses[0].dateFrom,licenses[0].dateTo,licenses[0].id,licenses[0].name,locality,name,owner.id,owner.name,provider.id,provider.name,sensors[0].id,sensors[0].name,sensors[0].parameter.displayName,sensors[0].parameter.id,sensors[0].parameter.name,sensors[0].parameter.units,sensors[1].id,sensors[1].name,sensors[1].parameter.displayName,sensors[1].parameter.id,sensors[1].parameter.name,sensors[1].parameter.units,sensors[2].id,sensors[2].name,sensors[2].parameter.displayName,sensors[2].parameter.id,sensors[2].parameter.name,sensors[2].parameter.units,sensors[3].id,sensors[3].name,sensors[3].parameter.displayName,sensors[3].parameter.id,sensors[3].parameter.name,sensors[3].parameter.units,sensors[4].id,sensors[4].name,sensors[4].parameter.displayName,sensors[4].parameter.id,sensors[4].parameter.name,sensors[4].parameter.units,sensors[5].id,sensors[5].name,sensors[5].parameter.displayName,sensors[5].parameter.id,sensors[5].parameter.name,sensors[5].parameter.units,timezone
-121.9192126,37.258593,-121.9192126,37.258593,37.258593,-121.9192126,US,155,United States,2025-08-23T16:00:00-07:00,2025-08-23T23:00:00Z,2025-08-25T23:00:00-07:00,2025-08-26T06:00:00Z,,5537670,7,AirGradient Sensor,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,Redwood Pavilion,12,AirGradient,66,AirGradient,13940193,pm1 µg/m³,PM1,19,pm1,µg/m³,13940194,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13940195,relativehumidity %,RH,98,relativehumidity,%,13940196,temperature c,Temperature (C),100,temperature,c,13940197,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,America/Los_Angeles
-114.1057661,51.1346776,-114.1057661,51.1346776,51.1346776,-114.1057661,CA,156,Canada,2025-08-23T17:00:00-06:00,2025-08-23T23:00:00Z,2025-08-26T00:00:00-06:00,2025-08-26T06:00:00Z,,5537671,7,AirGradient Sensor,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,"610 sandringham place, t3k3v7, calgary, alberta",12,AirGradient,66,AirGradient,13940198,pm1 µg/m³,PM1,19,pm1,µg/m³,13940199,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13940200,relativehumidity %,RH,98,relativehumidity,%,13940201,temperature c,Temperature (C),100,temperature,c,13940202,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,America/Edmonton
16.905367149615454,52.4154507700302,16.905367149615454,52.4154507700302,52.4154507700302,16.905367149615454,PL,77,Poland,2025-08-24T07:00:00+02:00,2025-08-24T05:00:00Z,2025-08-24T07:00:00+02:00,2025-08-24T05:00:00Z,,5540637,7,AirGradient Sensor,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,"Poznań, Jeżyce, Kościelna",12,AirGradient,66,AirGradient,13942336,pm1 µg/m³,PM1,19,pm1,µg/m³,13942337,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13942338,relativehumidity %,RH,98,relativehumidity,%,13942339,temperature c,Temperature (C),100,temperature,c,13942340,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,Europe/Warsaw
-89.3663231,43.0812734,-89.3663231,43.0812734,43.0812734,-89.3663231,US,155,United States,2025-08-24T07:00:00-05:00,2025-08-24T12:00:00Z,2025-08-26T01:00:00-05:00,2025-08-26T06:00:00Z,,5544992,7,AirGradient Sensor,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,willy x ingersoll,12,AirGradient,66,AirGradient,13945528,pm1 µg/m³,PM1,19,pm1,µg/m³,13945529,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13945530,relativehumidity %,RH,98,relativehumidity,%,13945531,temperature c,Temperature (C),100,temperature,c,13945532,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,America/Chicago
100.132105,15.173475,100.132105,15.173475,15.173475,100.132105,TH,111,Thailand,2025-08-25T16:00:00+07:00,2025-08-25T09:00:00Z,2025-08-26T13:00:00+07:00,2025-08-26T06:00:00Z,,5554536,2,Government Monitor,False,True,,,,,,,,Chai Nat,Chalermprakiat Rama IX Park,4,Unknown Governmental Organization,118,Air4Thai,13952319,co ppm,CO,8,co,ppm,13952318,no2 ppm,NO₂,7,no2,ppm,13952321,o3 ppm,O₃,10,o3,ppm,13952317,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13952320,so2 ppm,SO₂,9,so2,ppm,,,,,,,Asia/Bangkok
100.024992,15.384667000000002,100.024992,15.384667000000002,15.384667000000002,100.024992,TH,111,Thailand,2025-08-25T16:00:00+07:00,2025-08-25T09:00:00Z,2025-08-26T13:00:00+07:00,2025-08-26T06:00:00Z,,5554537,2,Government Monitor,False,True,,,,,,,,Uthai Thani,Chaloem Phrakiat Park Station 80th birthday celebration,4,Unknown Governmental Organization,118,Air4Thai,13952325,co ppm,CO,8,co,ppm,13952324,no2 ppm,NO₂,7,no2,ppm,13952327,o3 ppm,O₃,10,o3,ppm,13952322,pm10 µg/m³,PM10,1,pm10,µg/m³,13952323,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13952326,so2 ppm,SO₂,9,so2,ppm,Asia/Bangkok
101.250888,6.890637,101.250888,6.890637,6.890637,101.250888,TH,111,Thailand,2025-08-25T16:00:00+07:00,2025-08-25T09:00:00Z,2025-08-26T13:00:00+07:00,2025-08-26T06:00:00Z,,5554538,2,Government Monitor,False,True,,,,,,,,Pattanee,Pattani Provincial Forestry Center,4,Unknown Governmental Organization,118,Air4Thai,13952330,co ppm,CO,8,co,ppm,13952329,no2 ppm,NO₂,7,no2,ppm,13952332,o3 ppm,O₃,10,o3,ppm,13952328,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13952331,so2 ppm,SO₂,9,so2,ppm,,,,,,,Asia/Bangkok
100.0480234,7.6156514,100.0480234,7.6156514,7.6156514,100.0480234,TH,111,Thailand,2025-08-25T16:00:00+07:00,2025-08-25T09:00:00Z,2025-08-26T13:00:00+07:00,2025-08-26T06:00:00Z,,5554539,2,Government Monitor,False,True,,,,,,,,Phatthalung,Phatthalung Provincial Stadium,4,Unknown Governmental Organization,118,Air4Thai,13952335,co ppm,CO,8,co,ppm,13952334,no2 ppm,NO₂,7,no2,ppm,13952337,o3 ppm,O₃,10,o3,ppm,13952333,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13952336,so2 ppm,SO₂,9,so2,ppm,,,,,,,Asia/Bangkok
20.999214,52.243573,20.999214,52.243573,52.243573,20.999214,PL,77,Poland,2025-08-25T10:00:00+02:00,2025-08-25T08:00:00Z,2025-08-26T07:00:00+02:00,2025-08-26T05:00:00Z,,5554541,2,Government Monitor,False,True,,Unknown Governmental Organization,,2018-11-21,,35,Poland GIOS TOS,Warszawa,"Warszawa, al. Solidarności",4,Unknown Governmental Organization,199,GIOS,13952345,no2 µg/m³,NO₂ mass,5,no2,µg/m³,13952343,pm10 µg/m³,PM10,1,pm10,µg/m³,13952344,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,Europe/Warsaw
21.080427,52.24570400000001,21.080427,52.24570400000001,52.24570400000001,21.080427,PL,77,Poland,2025-08-25T10:00:00+02:00,2025-08-25T08:00:00Z,2025-08-26T07:00:00+02:00,2025-08-26T05:00:00Z,,5554542,2,Government Monitor,False,True,,Unknown Governmental Organization,,2018-11-21,,35,Poland GIOS TOS,Warszawa,"Warszawa, ul. Grochowska",4,Unknown Governmental Organization,199,GIOS,13952348,no2 µg/m³,NO₂ mass,5,no2,µg/m³,13952346,pm10 µg/m³,PM10,1,pm10,µg/m³,13952347,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,Europe/Warsaw
104.96750882545467,11.483428740578637,104.96750882545467,11.483428740578637,11.483428740578637,104.96750882545467,KH,57,Cambodia,2025-08-25T18:00:00+07:00,2025-08-25T11:00:00Z,2025-08-26T11:00:00+07:00,2025-08-26T04:00:00Z,,5555519,7,AirGradient Sensor,False,False,,AirGradient,,2023-07-15,,41,CC BY 4.0,,AUPP Liger Leadership Academy,12,AirGradient,66,AirGradient,13952895,pm1 µg/m³,PM1,19,pm1,µg/m³,13952896,pm25 µg/m³,PM2.5,2,pm25,µg/m³,13952897,relativehumidity %,RH,98,relativehumidity,%,13952898,temperature c,Temperature (C),100,temperature,c,13952899,um003 particles/cm³,PM0.3 count,125,um003,particles/cm³,,,,,,,Asia/Phnom_Penh
-95.14978,29.55678,-95.14978,29.55678,29.55678,-95.14978,US,155,United States,2025-08-25T13:04:04-05:00,2025-08-25T18:04:04Z,2025-08-26T00:00:34-05:00,2025-08-26T05:00:34Z,,5559588,4,Clarity Sensor,False,False,,Clarity,,2021-10-20,,38,CC0 1.0,,Fire Station 94,9,Clarity,166,Clarity,13955815,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America/Chicago
-95.36327,29.72096,-95.36327,29.72096,29.72096,-95.36327,US,155,United States,2025-08-25T13:03:39-05:00,2025-08-25T18:03:39Z,2025-08-26T00:00:43-05:00,2025-08-26T05:00:43Z,,5559589,4,Clarity Sensor,False,False,,Clarity,,2021-10-20,,38,CC0 1.0,,Texas Southern University,9,Clarity,166,Clarity,13955813,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America/Chicago
-95.48335,29.59123,-95.48335,29.59123,29.59123,-95.48335,US,155,United States,2025-08-25T13:02:00-05:00,2025-08-25T18:02:00Z,2025-08-26T00:04:08-05:00,2025-08-26T05:04:08Z,,5559590,4,Clarity Sensor,False,False,,Clarity,,2021-10-20,,38,CC0 1.0,,Fire Station 80,9,Clarity,166,Clarity,13955814,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America/Chicago
-95.57108,29.67272,-95.57108,29.67272,29.67272,-95.57108,US,155,United States,2025-08-25T13:02:48-05:00,2025-08-25T18:02:48Z,2025-08-26T00:01:11-05:00,2025-08-26T05:01:11Z,,5559591,4,Clarity Sensor,False,False,,Clarity,,2021-10-20,,38,CC0 1.0,,Fire Station 73,9,Clarity,166,Clarity,13955816,pm25 µg/m³,PM2.5,2,pm25,µg/m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America/Chicago
